fNo;INCDTNUNIQUE;INCDTNO;IYR;IMO;RAILROAD;RR2;INCDTNO2;RR3;INCDTNO3;GXID;YEAR;MONTH;DAY;TIMEHR;TIMEMIN;AMPM;TYPE;CARS;CARSDMG;CARSHZD;EVACUATE;DIVISION;STATION;MILEPOST;STATE;TEMP;VISIBLTY;WEATHER;TRNSPD;TYPSPD;TRNNBR;TRNDIR;TONS;TYPEQ;EQATT;TRKNAME;TRKCLAS;TRKDNSTY;TYPTRK;RRCAR1;CARNBR1;POSITON1;LOADED1;RRCAR2;CARNBR2;POSITON2;LOADED2;HEADEND1;MIDMAN1;MIDREM1;RMAN1;RREM1;HEADEND2;MIDMAN2;MIDREM2;RMAN2;RREM2;LOADF1;LOADP1;EMPTYF1;EMPTYP1;CABOOSE1;LOADF2;LOADP2;EMPTYF2;EMPTYP2;CABOOSE2;EQPDMG;TRKDMG;CAUSE;CAUSE2;CASKLDRR;CASINJRR;CASKLD;CASINJ;ACCAUSE;ACCTRK;ACCTRKCL;HIGHSPD;ACCDMG;STCNTY;TOTINJ;TOTKLD;ENGRS;FIREMEN;CONDUCTR;BRAKEMEN;ENGHR;ENGMIN;CDTRHR;CDTRMIN;JOINTCD;REGION;TYPRR;RRDIV;METHOD;NARRLEN;YEAR4;RREMPKLD;RREMPINJ;PASSKLD;PASSINJ;OTHERKLD;OTHERINJ;COUNTY;CNTYCD;ALCOHOL;DRUG;PASSTRN;SSB1;SSB2;RCL;Latitude;Longitud;SIGNAL;MOPERA;SUBDIV;PC1;PC2;PC3;PC4;PC5
41;CIN942624H-41;CIN942624H;24;9;CIND;;;CIND;CIN942624H;;24;9;24;1;0;PM;11;24;1;1;0;;CLEVES;17.8;39;75;2;2;0;;;;0;6;N;WESTWARD;1;;2;PROX;24041;0;Y;;;0;;0;0;0;0;0;0;0;0;0;0;24;0;22;0;0;0;0;0;0;0;100000;0;M599;;0;0;0;0;M599;2;1;0;100000;39C061;0;0;0;0;0;0;0;;0;;1;2;3;;;810;2024;0;0;0;0;0;0;HAMILTON;61;;;N;2700;0;0;39.171044;-84.762369;2;5;SYSTEM;-0.787598571;-1.421791157;-0.684292857;0.261622956;-0.855775545
42;240072-42;240072;24;8;WE;;;WE;240072;;24;8;28;6;50;PM;1;0;0;0;0;;BREWSTER;135;39;95;2;1;7;E;-528;3;3000;7;Y;OLD YARD LEAD;X;YARD;2;AMGX;199887;15;N;;;0;;0;0;0;0;1;0;0;0;0;0;18;0;22;0;0;3;0;1;0;0;30822;22233;M599;;0;0;0;0;M599;2;X;7;53055;39C151;0;0;1;0;1;0;3;50;3;50;1;2;Cl;;;265;2024;0;0;0;0;0;0;STARK;151;;;N;2000;2;1;40.714907;-81.6106;2;5;BREWSTER;-0.507420219;-0.488189968;-0.309696482;-0.025705808;0.048401897
43;156615-43;156615;24;5;NS;;;NS;156615;;24;5;7;3;30;AM;13;0;0;0;0;;NEW BOSTON;N603.8;39;70;4;1;4;R;UP23;4;3126;7;Y;EY09;1;0;2;NS;147625;76;Y;;;0;;1;0;0;0;0;0;0;0;0;0;0;0;107;0;0;0;0;2;0;0;1371;14439;H702;;0;0;0;0;H702;2;1;4;15810;39C145;0;0;1;0;1;1;9;30;9;30;1;2;1;;;151;2024;0;0;0;0;0;0;SCIOTO;145;0;0;Y;5488;1;0;38.746477;-82.938605;2;5;KENOVA;-0.564078556;0.766701515;-0.657509381;-0.200228081;2.308060731
44;158845-44;158845;24;12;NS;;;NS;158845;;24;12;29;3;30;AM;1;14;4;0;0;;BELLEVUE;B243.6;39;46;4;3;7;E;148L;3;9385;1;Y;A YARD 8-12;1;;2;PGTX;400012;11;Y;;;0;;2;0;0;0;1;0;0;0;0;0;80;0;23;0;0;6;0;0;0;0;385175;80000;T221;;0;0;0;0;T221;2;1;7;465175;39C043;0;0;1;0;1;0;8;50;8;50;1;2;1;;;138;2024;0;0;0;0;0;0;ERIE;43;0;0;N;8114;1;0;41.29745;-82.762844;2;5;BELLEVUE TERMINAL;-0.534507928;2.206994561;-0.86837178;0.051032848;1.073199733
45;158727-45;158727;24;12;NS;;;NS;158727;;24;12;12;5;10;AM;13;10;0;0;0;;BELLEVUE;B245.8;39;16;1;1;4;E;118L;4;8560;1;Y;WW04;1;;2;NS;4249;2;N;;;0;;2;0;0;0;0;2;0;0;0;0;60;0;24;0;0;0;0;0;0;0;30080;500;H702;;0;0;0;0;H702;2;1;4;30580;39C077;0;0;1;0;1;0;1;40;1;40;1;2;1;;;343;2024;0;0;0;0;0;0;HURON;77;0;0;N;5215;2;0;41.28826;-82.800414;2;5;BELLEVUE TERMINAL;-0.718943583;0.260118015;-0.856154681;0.367232658;-1.205837295
46;240330001-46;240330001;24;3;SLWC;;;SLWC;240330001;;24;3;30;2;30;PM;1;0;0;0;0;;DAVENPORT;481.9;40;69;2;1;27;R;SLWC;4;11693;1;Y;SINGLE MAIN;2;2.76;1;WAMX;6034;1;N;;;0;;4;0;0;0;0;4;0;0;0;0;90;0;0;0;0;21;0;0;0;0;1101000;150000;T204;;0;0;0;0;T204;1;2;27;1251000;40C081;0;0;2;0;1;0;8;30;8;30;1;5;3;;;443;2024;0;0;0;0;0;0;LINCOLN;81;;;N;4565;3;0;35.724586;-96.721464;2;2;SOONER;0.16349858;3.002964081;0.334070117;-0.390079703;0.549739393
47;178334-47;178334;24;2;ATK;;;ATK;178334;;24;2;7;3;30;AM;9;0;0;0;0;;PHILADELPHIA;87.6;42;31;4;1;7;E;A588;3;0;A;Y;MAIN TRACK TWO;3;0;1;TCA;58856;1;Y;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14681;0;H607;;0;0;0;0;H607;1;3;7;14681;42C101;0;0;1;0;0;0;5;30;0;;1;2;6;;;179;2024;0;0;0;0;0;0;PHILADELPHIA;101;;;N;17;1;0;39.975265;-75.195338;1;3;STATE SUPPORTED SERV;-0.46961009;-1.355339412;-0.074550049;-0.136283926;0.220279153
48;178334-48;178334;24;2;ATK;;;ATK;178334;;24;2;7;3;30;AM;9;0;0;0;0;;PHILADELPHIA;87.6;42;31;4;1;0;R;AJ29;4;0;A;Y;MAIN TRACK TWO;3;0;1;TCA;J29721;1;N;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;H607;;0;0;0;0;H607;1;3;7;14681;42C101;0;0;1;0;0;0;5;30;0;;3;2;6;;;179;2024;0;0;0;0;0;0;PHILADELPHIA;101;;;N;20;1;0;39.975265;-75.195338;1;3;STATE SUPPORTED SERV;-0.641870566;-1.505699525;-0.385550068;-0.001462518;0.285465686
49;L12042402-49;L12042402;24;12;RBMN;;;RBMN;L12042402;;24;12;4;8;40;PM;1;0;0;0;0;;LAFLIN;168;42;28;4;6;31;E;NRFF;2;2343;1;Y;MAIN TRACK TWO;3;5.3;1;DOWX;69364;1;Y;;;0;;3;0;0;0;0;0;0;0;0;0;8;0;19;0;0;6;0;0;0;0;374672;129779;T212;;0;0;0;0;T212;1;3;31;504451;42C079;0;0;1;0;1;0;6;;6;;1;2;3;;;209;2024;0;0;0;0;0;0;LUZERNE;79;0;0;N;2045;2;0;41.280023;-75.770758;1;1;LEHIGH;0.435381352;0.251789545;1.377210231;-0.850258892;0.882345494
50;L12082401-50;L12082401;24;12;RBMN;;;RBMN;L12082401;;24;12;8;7;30;PM;1;0;0;0;0;;DURYEA;3.2;42;35;4;1;4;E;YJPI;2;7316;1;Y;WILKES-BARRE;1;;3;AOK;115082;42;Y;;;0;;2;0;0;0;0;0;0;0;0;0;47;0;0;0;0;6;0;0;0;0;658;20164;T311;;0;0;0;0;T311;3;1;4;20822;42C079;0;0;1;0;1;0;3;;3;;1;2;3;;;228;2024;0;0;0;0;0;0;LUZERNE;79;0;0;N;4263;1;0;41.346158;-75.789049;2;5;LEHIGH;-0.715187021;0.679326929;-0.934087041;0.286655422;-0.430784424
51;R12262401-51;R12262401;24;12;RBMN;;;RBMN;R12262401;;24;12;26;10;31;AM;1;0;0;0;0;;HAZLETON;0.35;42;30;2;2;10;E;WHHB;1;0;8;Y;NORTH PARK LEAD;1;0.9;1;RBMN;5014;1;N;;;0;;3;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6189;16474;T311;;0;0;0;0;T311;1;1;10;22663;42C079;0;0;1;0;1;0;3;1;3;1;1;2;3;;;152;2024;0;0;0;0;0;0;LUZERNE;79;0;0;N;210;2;0;40.928553;-76.047755;2;2;READING;-0.341129463;-1.172144439;0.14070628;-0.243942893;0.323325335
52;220230-52;220230;24;8;CSX;;;XCRR;INDUSTRY;;24;8;29;11;44;PM;4;0;0;0;0;;ALIQUIPPA;19;42;71;4;1;4;E;L164;4;5706;1;Y;COLONA B;1;0;4;MRMX;1442;112;N;;;0;;2;0;0;0;0;0;0;0;0;0;82;0;30;0;0;1;0;1;0;0;57201;0;H307;;0;0;0;0;H307;4;1;4;76541;42C007;0;0;1;0;1;0;1;29;1;39;3;2;1;;;441;2024;0;0;0;0;0;0;BEAVER;7;0;0;N;7436;1;0;40.617087;-80.242336;2;5;PITTSBURGH;-0.905658393;1.817596053;-1.549623208;0.69942035;-1.759620308
53;220231-53;220231;24;8;CSX;;;CSX;220231;;24;8;30;1;30;AM;12;0;0;0;0;;GETTYSBURG;66.1;42;65;4;1;4;E;;3;0;6;N;SINGLE MAIN TRACK;1;1;1;AOKX;605847;4;Y;;;0;;0;0;0;0;0;0;0;0;0;0;1;0;12;0;0;0;0;0;0;0;17484;0;H302;;0;0;0;0;H302;1;2;5;34563;42C001;0;0;0;0;0;0;0;;0;;1;2;1;;;135;2024;0;0;0;0;0;0;ADAMS;1;0;0;N;225;0;0;39.856403;-77.155311;2;4;HANOVER;-0.603163437;-1.804329844;-0.250085382;0.064426251;-0.710737726
54;220231-54;220231;24;8;CSX;;;CSX;220231;;24;8;30;1;30;AM;12;0;0;0;0;;GETTYSBURG;66.1;42;65;4;1;5;E;L135;3;0;7;Y;SINGLE MAIN TRACK;2;1;1;ADMX;560459;3;Y;;;0;;2;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;17079;0;H302;;0;0;0;0;H302;1;2;5;34563;42C001;0;0;1;0;1;0;8;30;8;30;3;2;1;;;135;2024;0;0;0;0;0;0;ADAMS;1;0;0;N;225;2;0;39.856403;-77.155311;2;4;HANOVER;-0.435105927;-0.320313732;-0.198914523;-0.363901028;2.243163109
55;157183-55;157183;24;5;NS;;;ATK;180312;;24;5;15;3;20;PM;13;0;0;0;0;;SHIPPENSBURG;104.6;42;68;2;1;4;E;93GH;2;103;1;Y;STATION TRACK 6;1;;2;LHFX;37000;2;Y;;;0;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;H996;;0;0;0;0;H996;1;1;4;35000;42C041;0;0;1;0;1;0;8;20;8;20;2;2;1;;;378;2024;0;0;0;0;0;0;CUMBERLAND;41;;;N;142;2;0;40.254528;-76.872779;2;5;HARRISBURG LINE;-0.46443457;-0.421597661;-0.234868639;-0.354547554;2.295174025
56;157358-56;157358;24;7;NS;;;NS;157358;;24;7;13;9;31;AM;13;0;0;0;0;;SAXON;454;45;82;2;1;5;R;P78P;4;8450;1;Y;WY11;1;;2;NS;3609;4;N;;;0;;4;0;0;0;0;3;0;0;0;0;65;0;6;0;0;0;0;0;0;0;56100;9500;H702;;0;0;0;0;H702;2;1;5;65600;45C083;0;0;1;0;1;0;11;59;11;59;1;3;1;;;220;2024;0;0;0;0;0;0;SPARTANBURG;83;0;0;N;4491;1;0;34.961144;-81.957403;2;5;CHARLOTTE;-0.512728738;2.20242099;-0.81920393;-0.150453222;2.443508069
57;155328-57;155328;24;1;NS;;;NS;155328;;24;1;12;11;30;PM;13;36;0;0;0;;CHATTANOOGA;336;47;36;4;2;5;R;366G;2;7147;1;Y;NORTH SWITCH NEW CUT;1;;2;SHQX;71368;8;Y;;;0;;3;0;0;0;0;0;0;0;0;0;32;0;111;0;0;5;0;1;0;0;1500;13500;H702;;0;0;0;0;H702;2;1;5;15000;47C065;0;0;1;0;2;0;11;40;11;40;1;3;1;;;94;2024;0;0;0;0;0;0;HAMILTON;65;;;N;8548;3;0;35.049322;-85.278485;2;5;CHATTANOOGA TERMINAL;-0.459740175;1.393987731;-0.557723478;-0.303964908;2.821049724
58;216361-58;216361;24;2;CSX;;;CSX;216361;;24;2;25;11;12;AM;12;0;0;0;0;;NASHVILLE;190;47;55;2;1;0;E;;1;0;5;N;B35/B36;1;0;2;TILX;621844;1;N;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;100;0;S016;;0;0;0;0;S016;2;1;6;17100;47C037;0;0;0;0;0;0;0;;0;;1;3;1;;;115;2024;0;0;0;0;0;0;DAVIDSON;37;;;N;60;0;0;36.112136;-86.770713;2;5;NASHVILLE TERMINAL;-0.684807736;-1.941950643;-0.385643156;0.124757814;-0.661725738
59;1143141-59;1143141;24;1;IC;;;IC;1143141;;24;1;7;3;10;PM;4;0;0;0;0;;MEMPHIS;5.7;47;46;2;1;10;E;R915;3;1619;1;Y;MD04;2;;2;NOKL;571939;18;Y;;;0;;2;0;0;0;0;0;0;0;0;0;25;0;8;0;0;0;0;0;0;0;167470;0;E35C;;0;0;0;0;E35C;2;2;10;382795;47C157;0;0;1;0;1;0;2;40;2;40;1;3;Cl;;;966;2024;0;0;0;0;0;0;SHELBY;157;0;0;N;1209;2;0;35.072208;-90.077465;2;5;SHELBY;-0.430695268;-0.476306316;-0.171707392;-0.021721592;-0.427190185
60;1143141-60;1143141;24;1;IC;;;IC;1143141;;24;1;7;3;10;PM;4;48;0;0;0;;MEMPHIS;5.7;47;46;2;1;8;R;RCL9;2;16216;7;Y;MD02;1;;2;NOKL;601560;20;N;NOKL;601560;20;N;2;0;0;0;0;0;0;0;0;0;158;0;0;0;0;2;0;0;0;0;210099;5226;E35C;;0;0;0;0;E35C;2;2;10;382795;47C157;0;0;1;0;1;0;4;10;0;40;3;3;Cl;;;966;2024;0;0;0;0;0;0;SHELBY;157;0;0;N;9201;2;1;35.072208;-90.077465;2;5;SHELBY;-0.761829118;3.511169559;-1.569800607;0.780087227;-2.251702221
61;158788-61;158788;24;12;NS;;;NS;158788;;24;12;19;11;0;PM;1;0;0;0;0;;MORRISTOWN;92;47;40;4;2;3;R;T29T;4;1279;1;Y;NEW1;1;;3;CBFX;490989;2;Y;;;0;;1;0;0;0;0;0;0;0;0;0;11;0;5;0;0;2;0;0;0;0;15606;4042;H303;H306;0;0;0;0;H303;3;1;3;19648;47C063;0;0;1;0;2;0;3;1;3;1;1;3;1;;;167;2024;0;0;0;0;0;0;HAMBLEN;63;0;0;N;1082;1;0;36.194907;-83.344727;2;5;BRISTOL LINE;-0.61272248;-1.009329776;-0.414464666;-0.00854256;0.298685769
62;1718058-62;1718058;24;12;IC;;;IC;1718058;;24;12;29;8;40;AM;12;4;1;0;0;;MEMPHIS;5;47;51;2;2;0;R;RCL9;1;1049;7;Y;M028;1;;2;PW;100130;1;Y;;;0;;3;0;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;36700;0;H318;;0;0;0;0;H318;2;1;5;37866;47C157;0;0;1;0;1;0;8;39;8;39;3;3;Cl;;;218;2024;0;0;0;0;0;0;SHELBY;157;;;N;3780;1;0;35.068604;-90.089079;2;5;SHELBY;-0.55381619;-0.454646859;-0.403099899;-0.275355295;2.298245095
63;1718058-63;1718058;24;12;IC;;;IC;1718058;;24;12;29;8;40;AM;12;0;0;0;0;;MEMPHIS;5;47;51;2;2;5;E;;1;1703;6;N;M026;1;;2;TILX;305442;12;Y;;;0;;0;0;0;0;0;0;0;0;0;0;10;0;13;0;0;0;0;0;0;0;1166;0;H318;;0;0;0;0;H318;2;1;5;37866;47C157;0;0;0;0;0;0;0;;0;;1;3;Cl;;;218;2024;0;0;0;0;0;0;SHELBY;157;;;N;1380;0;0;35.068604;-90.089079;2;5;SHELBY;-0.61075886;-1.377420578;-0.344130331;0.122253725;-0.896012443
64;HL1124113-64;HL1124113;24;11;BNSF;;;BNSF;HL1124113;;24;11;27;9;50;AM;1;0;0;0;0;;MEMPHIS;495.9;47;53;2;1;5;E;YMEM;1;9596;7;Y;2032;1;0;2;SCRF;392;132;Y;;;0;;2;0;0;0;0;0;0;0;0;0;56;0;74;0;0;1;0;4;0;0;1805;27494;M404;;0;0;0;0;M404;2;1;5;29299;47C157;0;0;0;0;1;1;0;;2;40;1;3;1;;;283;2024;0;0;0;0;0;0;SHELBY;157;;;N;7852;;3;35.02677;-89.893399;2;5;THAYER SOUTH;-0.864256248;1.706571231;-1.432169001;0.640415404;-1.698276427
65;221814-65;221814;24;11;CSX;;;CSX;221814;;24;11;22;9;30;AM;1;0;0;0;0;;GOODLETTSVILLE;178.6;47;48;2;1;20;E;X513;1;4239;1;Y;SINGLE MAIN TRACK;4;65.2;1;PAL;86373;126;N;PAL;86373;126;N;2;0;0;0;0;0;0;0;0;0;83;0;94;0;0;0;0;3;0;0;3400;9081;E67C;;0;0;0;0;E67C;1;4;20;12481;47C037;0;0;1;0;1;0;8;45;8;45;1;3;1;;;58;2024;0;0;0;0;0;0;DAVIDSON;37;;;N;10269;2;0;36.300579;-86.706632;1;1;HENDERSON;-0.229446934;3.576815491;-0.578496681;-0.030341427;0.522335756
66;221700-66;221700;24;11;CSX;;;CSX;221700;348382M;24;11;15;8;34;AM;7;0;0;0;0;;MILAN;286.1;47;55;2;2;46;E;M533;2;6783;1;Y;SINGLE MAIN TRACK;4;3.8;1;CSXT;7290;1;N;;;0;;3;0;0;0;0;0;0;0;0;0;39;0;62;0;0;0;0;0;0;0;1879;55124;M302;;0;0;0;0;M302;1;4;46;57003;47C053;0;0;1;0;1;0;3;23;3;23;1;3;1;;;146;2024;0;0;0;0;0;0;GIBSON;53;;;N;7080;3;0;35.90047;-88.805004;2;2;MEMPHIS;0.845628626;1.115328273;2.006032319;-0.873266767;-0.987361188
67;HL0124102-67;HL0124102;24;1;BNSF;;;BNSF;HL0124102;;24;1;5;2;0;AM;1;0;0;0;0;;MEMPHIS;495.9;47;28;4;1;7;E;YMEM;1;9383;7;Y;2046;1;0;2;LW;470390;111;N;LW;470390;111;N;1;0;0;0;0;0;0;0;0;0;70;0;51;0;0;1;0;3;0;0;33415;0;E46C;T102;0;0;0;0;E46C;2;1;7;33415;47C157;0;0;0;0;1;1;0;;3;;1;3;1;;;123;2024;0;0;0;0;0;0;SHELBY;157;;;N;8107;2;3;35.026616;-89.891568;2;5;THAYER SOUTH;-0.773582614;1.932547605;-1.300080534;0.575611476;-1.622551872
68;222851-68;222851;24;7;CSX;;;XAGA;INDUSTRY;;24;7;12;11;5;AM;12;0;0;0;0;;GEORGETOWN;4.4;45;81;2;1;1;R;L621;2;400;1;Y;AGRU AMERICA;1;;4;PSPX;2486;5;N;;;0;;1;0;0;0;0;0;0;0;0;0;3;0;2;0;0;0;0;0;0;0;0;16620;H307;;0;0;0;0;H307;4;1;1;16620;45C043;0;0;1;0;1;0;5;5;5;5;1;3;1;;;182;2024;0;0;0;0;0;0;GEORGETOWN;43;;;N;300;1;0;33.397542;-79.356351;2;5;GEORGETOWN;-0.635385767;-0.914096254;-0.475055284;-0.101965508;1.183124492
69;182993-69;182993;24;10;ATK;;;NS;XXX;716742Y;24;10;31;5;6;AM;7;0;0;0;0;;GREENVILLE;479.8;45;59;4;1;55;R;19;2;0;2;Y;MAIN TRACK 1;4;0;1;AMT;78;1;N;;;0;;2;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;54430;0;M308;;0;0;0;0;M308;1;4;55;54430;45C045;0;0;1;0;1;1;3;21;3;21;1;3;6;;;394;2024;0;0;0;0;0;0;GREENVILLE;45;;;Y;742;1;0;34.897071;-82.36378;1;1;CHARLOTTE DISTRICT;1.943124943;0.045829787;4.440129861;-1.934629243;-0.575398809
70;220073-70;220073;24;8;CSX;;;BOIS;INDUSTRY;;24;8;21;2;28;AM;1;0;0;0;0;;CHESTER;346;45;62;4;1;4;E;L635;1;0;8;Y;INDUSTRY LEAD;1;0;4;CSXT;5401;2;N;;;0;;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11931;197;T217;;0;0;0;0;T217;4;1;4;12128;45C023;0;0;1;0;1;0;8;28;8;28;1;3;1;;;102;2024;0;0;0;0;0;0;CHESTER;23;;;N;158;2;0;34.737734;-81.135797;2;5;MONROE;-0.464088494;-0.428020383;-0.233289191;-0.355589725;2.298212837
71;221919-71;221919;24;11;CSX;;;CSX;221919;;24;11;26;11;36;PM;1;0;0;0;0;;GREELEYVILLE;352;45;50;4;1;35;E;R648;1;4240;1;Y;SINGLE MAIN TRACK;3;1.2;1;SCWX;6189;7;N;;;0;;2;1;0;0;0;0;0;0;0;0;5;0;104;0;0;0;0;36;0;0;1545394;99397;T210;;0;0;0;0;T210;1;3;35;1644791;45C089;0;0;1;1;1;0;4;51;4;51;1;3;1;;;114;2024;0;0;0;0;0;0;WILLIAMSBURG;89;0;0;N;5925;3;0;33.600144;-80.020569;2;4;LANE;0.530445734;0.115668675;1.590086134;-0.82372031;0.014401886
72;216484-72;216484;24;1;CSX;;;CSX;216484;;24;1;24;3;0;AM;12;0;0;0;0;;NASHVILLE;190;47;37;4;1;0;E;;1;0;6;N;B14;1;0;2;SRY;9294;1;Y;;;0;;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;47105;0;M204;;0;0;0;0;M204;2;1;0;47105;47C037;0;0;0;0;0;0;0;;0;;1;3;1;;;164;2024;0;0;0;0;0;0;DAVIDSON;37;;;N;120;0;0;36.112136;-86.770713;2;5;NASHVILLE TERMINAL;-0.752767041;-1.925080446;-0.514768914;0.16411385;-0.623615932
73;216112-73;216112;24;2;CSX;;;CSX;216112;;24;2;9;3;2;AM;12;0;0;0;0;;NASHVILLE;190;47;55;4;1;6;E;Y391;1;0;7;Y;C10;1;0;2;CSXT;4008;1;N;;;0;;2;0;0;0;0;2;0;0;0;0;46;0;51;0;0;0;0;0;0;0;37985;4023;H510;H307;0;0;0;0;H510;2;1;6;71309;47C037;0;0;1;0;1;0;4;2;4;2;1;3;1;;;262;2024;0;0;0;0;0;0;DAVIDSON;37;0;0;N;5397;0;3;36.112136;-86.770713;2;5;NASHVILLE TERMINAL;-0.540380671;-0.024091346;-0.475472805;0.010157379;0.279828364
74;216112-74;216112;24;2;CSX;;;CSX;216112;;24;2;9;3;2;AM;12;0;0;0;0;;NASHVILLE;190;47;55;4;1;5;E;M583;2;9722;1;Y;C09;1;0;2;MRMX;132058;96;Y;;;0;;3;2;0;0;0;0;0;0;0;0;136;0;42;0;0;0;0;0;0;0;29301;0;H510;H307;0;0;0;0;H510;2;1;6;71309;47C037;0;0;1;0;1;0;4;17;4;17;3;3;1;;;262;2024;0;0;0;0;0;0;DAVIDSON;37;0;0;N;5270;2;0;36.112136;-86.770713;2;5;NASHVILLE TERMINAL;-0.884295912;3.719527004;-1.869289953;0.76196643;-1.309715959
75;240103-75;240103;24;12;WE;;;WE;240103;;24;12;3;11;0;PM;1;0;0;0;0;;MONESSEN;1.1;42;22;4;1;5;E;-618;3;2000;1;Y;MATT BRANCH;X;YARD;3;WE;6991;3;N;;;0;;4;0;0;0;0;1;0;0;0;0;25;0;6;0;0;0;0;0;0;0;13361;21775;M507;;0;0;0;0;M507;3;X;5;35136;42C129;0;0;1;0;1;0;3;;5;30;1;2;Cl;;;153;2024;0;0;0;0;0;0;WESTMORELAND;129;;;N;1500;2;0;40.141572;-79.857988;2;5;PITTSBURG;-0.545461107;-0.388796228;-0.403273117;-0.039396582;0.447621869
76;240104-76;240104;24;12;WE;;;WE;240104;;24;12;4;4;0;AM;1;2;2;0;0;;GREEN TREE;56;42;22;4;1;5;E;-213;4;5395;7;Y;OWBW TRACK;X;YARD;2;UTLX;677507;62;N;;;0;;3;0;0;0;0;0;0;0;0;0;21;0;62;0;0;0;0;2;0;0;7830;13059;H702;;0;0;0;0;H702;2;X;5;20889;42C003;0;0;1;0;1;0;4;10;4;10;1;2;Cl;;;319;2024;0;0;0;0;0;0;ALLEGHENY;3;;;N;5800;1;0;40.416158;-80.062131;2;5;ROOK;-0.641395941;0.378455971;-0.735037121;0.120384066;0.184847934
77;241201-77;241201;24;12;LVRX;NS;158725;LVRX;241201;;24;12;11;11;45;PM;1;0;0;0;0;;JOHNSTOWN;;42;25;4;1;0;;;2;0;;;WOODVALE INTERCHANGE;1;;2;;;0;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96000;T111;;0;0;0;0;T111;2;1;0;96000;42C021;0;0;0;0;0;0;0;;0;;1;2;3;;;196;2024;0;0;0;0;0;0;CAMBRIA;21;;;;0;0;;40.336086;-78.896229;2;5;SYSTEM;-0.748013584;-1.982943642;-0.493778196;0.152659157;-0.598522061
78;222336-78;222336;24;12;CSX;;;CSX;222336;;24;12;27;10;0;PM;13;0;0;0;0;;PHILADELPHIA;5;42;43;4;2;10;E;Y232;4;0;7;Y;1 RUNNER;1;0;2;AOKX;854182;61;N;;;0;;4;0;0;0;0;0;0;0;0;0;4;0;0;0;0;4;0;0;0;0;99303;0;H702;;0;0;0;0;H702;2;1;10;99303;42C101;0;0;1;0;1;0;6;55;6;55;1;2;1;;;217;2024;0;0;0;0;0;0;PHILADELPHIA;101;0;0;N;9015;1;0;39.898701;-75.16696;2;5;PHILADELPHIA;-0.380524619;0.12248801;-0.191351935;-0.23923453;1.178957964
79;215383-79;215383;24;1;CSX;;;CSX;215383;;24;1;5;12;0;AM;12;0;0;0;0;;NEW CASTLE;58;42;32;4;2;5;E;;4;0;6;N;N13;1;0;2;ELTX;8267;1;N;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;500;0;H318;;0;0;0;0;H318;2;1;5;42626;42C073;0;0;0;0;0;0;0;;0;;1;2;1;;;240;2024;0;0;0;0;0;0;LAWRENCE;73;0;0;N;20;0;0;40.969832;-80.372767;1;5;NEW CASTLE;-0.572541298;-1.839532648;-0.182375208;0.033502761;-0.698362948
80;215383-80;215383;24;1;CSX;;;CSX;215383;;24;1;5;12;0;AM;12;0;0;0;0;;NEW CASTLE;58;42;32;4;2;4;E;;3;0;5;N;SWITCHING LEAD;1;0;2;GATX;204888;1;Y;;;0;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;42126;0;H318;;0;0;0;0;H318;2;1;5;42626;42C073;0;0;0;0;0;0;0;;0;;3;2;1;;;240;2024;0;0;0;0;0;0;LAWRENCE;73;0;0;N;20;0;0;40.969832;-80.372767;1;5;NEW CASTLE;-0.598799312;-1.83763131;-0.234741893;0.057303121;-0.699769482
81;155613-81;155613;24;1;NS;;;NS;155613;;24;1;30;2;10;AM;13;0;0;0;0;;WEST FAIRVIEW;70;42;35;4;1;5;E;HO33;3;0;4;Y;1 WEST RECIEVING;1;;2;HPTX;728134;22;N;;;0;;1;0;0;0;0;0;0;0;0;0;18;0;6;0;0;1;0;2;0;0;37150;4000;H702;H306;0;0;0;0;H702;2;1;5;41150;42C041;0;0;1;0;1;0;3;;3;;1;2;1;;;213;2024;0;0;0;0;0;0;CUMBERLAND;41;;;N;219;0;0;40.279833;-76.922472;2;5;KEYSTONE;-0.578294073;-0.650480314;-0.426101621;0.009172643;0.14979232
